question;hint;option1;option2;option3;answer
What prevented you ______ coming in the afternoon?;"";from;to;of;from
The headache did not stop me ______ enjoying the movie.;"";to;from;with;from
They suspected her ______ being a spy.;"";with;about;of;of
She speaks English, ______?;"";does she;does not she;has not she;does not she
You play the piano, ______?;"";do you;do not you;does not you;do not you
You locked the door, ______?;"";do you;did not you;do not you;did not you
She will come, ______?;"";will she;will not she;would not she;will not she
They never invite us, ______?;"";do they;do not they;did not they;do they
It rains in July, ______?;"";does it;does not it;do not it;does not it
She was here in the morning, ______?;"";was she;was not she;does not she;was not she
You are not coming with me, ______?;"";are you;are not you;is you;are you
She does not look happy to see us, ______?;"";does she;does not she;has not she;does she
She is rich. She has got a lot of money, ______?;"";has she;has not she;had not she;has not she
You have not got his number, ______?;"";have you;have not you;dont you;dont you
The boy was denied ______ to the school due to his poor grades.;"";admit;admission;admissible;admission
His ______ made it possible for many poor boys to attend school.;"";benevolent;benevolence;benevolently;benevolence
They settled the dispute ______.;"";amiably;amicably;amicable;amicably
Michelangelo was a painter of great ______.;"";eminent;eminence;eminently;eminence
He possessed great mental ______.;"";clarity;clarification;clear;clarity
He is very ______.;"";imaginative;imagination;imaginary;imaginative
His ______ made matters worse for him.;"";haughtiness;haughty;haughtily;haughtiness
The train was already in ______ when he jumped in.;"";motion;movement;move;motion
Poets gain ______ from nature.;"";inspire;inspiration;inspiring;inspiration
Sages of ancient India lived in ______.;"";solitude;solitary;solitudeness;solitude
______ of poverty must be the primary concern of all governments.;"";Eradication;Eradicated;"";eradication
A gentle breeze laden with ______ swept over the meadows.;"";fragrant;fragrance;"";fragrance
Things are getting worse. Something ______ before it is too late.;"";must do;must done;must be done;must be done
The lid ______.;"";should not remove;should not be removed;"";should not be removed
I ______ to wait outside.;"";told;was told;"";was told
I left my phone here and now I cannot find it. It ______.;"";must have stolen;must have been stolen;"";must have been stolen
A bridge ______ across the river.;"";is building;is being built;"";is being built
The problem ______.;"";has resolved;has been resolved;"";has been resolved
The matter ______ at the meeting.;"";will discuss;will be discussed;"";will be discussed
A decision ______ until you arrive.;"";will not take;will not be taken;will not taken;will not be taken
I think we ______.;"";are following;are being followed;"";are being followed
The parcels ______ in the morning.;"";send;were sent;were send;were sent
He ______ by a mad dog.;"";bitten;was bitten;has bitten;was bitten
A hospital ______ near the railway station.;"";is building;has built;has been built;has been built
Their apartment is on ______ fifth floor.;"";a;the;"";the
We stayed at ______ nice hotel.;"";a;an;the;a
There are millions of stars in ______ sky.;"";a;an;the;the
What did you do with ______ money I lent you?;"";a;an;the;the
We both arrived at ______ same time.;"";a;the;"";the
Why didn’t you stay at ______ better hotel?;"";a;an;the;a
Please turn off ______ television.;"";a;the;"";the
Are we doing enough to protect ______ environment?;"";a;an;the;the
It was ______ hottest day of the year.;"";a;an;the;the
I still remember ______ day when I first met him.;"";a;an;the;the
I often listen to ______ radio.;"";a;an;the;the
______ they live near me, I see them very often.;"";As;If;Though;as
______. I knew the reason, I would tell you.;"";If;Though;While;if
______ I got home, I sat down to eat something.;"";When;While;Since;when
She slipped ______ she was getting off the train.;"";as;while;both options;both options
______ I was walking down the street, I saw Joe driving his Porsche.;"";As;Since;Though;as
I couldnt contact him ______ he was on holiday.;"";as;though;if;as
______ the patient had lost a lot of blood, the doctors could not revive him.;"";As;Though;If;as
Just ______ I sat down, the doorbell rang.;"";as;if;now;as
She got married ______ she was twenty.;"";when;while;as;when
I had an accident ______ I was in Frankfurt.;"";when;as;since;when
______ it was a holiday I stayed in bed until afternoon.;"";As;While;Though;as
They are playing ______ the garden.;"";in;at;on;in
When I went ______. Italy, I spent a few days in Venice.;"";in;to;on;to
I have a friend who lives ______ the mountains.;"";on;in;at;in
There were some children swimming ______ the river.;"";at;in;on;in
Who is standing ______ the door?;"";on;at;in;at
We will get ______ the bus at the next stop.;"";off;down;from;off
There is a spider ______ the ceiling.;"";on;in;at;on
She put the basket ______ the table.;"";on;at;in;on
There is a fly ______. your nose.;"";in;on;at;on
We spent the holiday ______ an island.;"";in;on;over;on
I sat ______.the floor.;"";over;on;in;on
There are some stains ______ my shirt.;"";on;in;at;on
What do you call a woman ______ husband is dead?;"";who;whose;whom;whose
Who is that woman ______ son is your classmate?;"";who;whom;whose;whose
I know a boy ______ parents work abroad.;"";whom;who;whose;whose
I recently visited the town ______ I spent my childhood.;"";there;where;which;where
I met an old woman ______ knows your parents.;"";who;whom;whose;who
I met a man ______ wife knows me.;"";who;whose;whom;whose
I really like the people with ______ I work.;"";who;that;whom;whom
The people ______ I work with are very supportive.;"";whom;whose;that;that
Do you know the woman ______ just walked in?;"";who;whom;which;who
This is ______ I would like to spend my twilight years.;"";that;there;where;where
The train left ______ time.;"";on;in;"";on
He is never ______. time.;"";in;on;"";on
I am paid ______ the end of the month.;"";in;at;on;at
I almost crashed into the car in front. I managed to stop just ______ time.;"";on;in;at;in
Everyone applauded ______ the end of the show.;"";in;at;on;at
We could not decide where to go for our holidays. ______ the end we did not go anywhere.;"";At;In;On;in
He has ______ last found a good job.;"";at;in the;at the;at
When I eat in a restaurant with my friends, I always pay for ______.;"";me;myself;"";myself
We had a wonderful holiday. We really enjoyed ______.;"";us;ourselves;"";ourselves
She talks to ______ a lot.;"";her;herself;"";herself
You can not blame ______ for your problems.;"";me;myself;"";me
She blamed ______ for the failure.;"";her;herself;"";herself
She stood in front of the mirror and looked at ______.;"";her;herself;"";herself
The two brothers looked at ______.;"";one another;each other;"";each other
I injured ______ while I went hiking yesterday.;"";me;myself;"";myself
Why are you shouting at ______?;"";me;myself;"";me
Can you laugh at ______?;"";you;yourself;"";yourself
She criticizes ______ a lot.;"";I;me;"";me
I do not want to listen to ______.;"";you;yourself;"";you
He ______ an Irish woman.;"";married;married with;married to;married
He made us ______.;"";wait;to wait;"";wait
He went to the temple ______ foot.;"";on;by;with;on
I went to Mumbai ______ train.;"";in;on;by;by
We should not spend money ______ luxuries.;"";with;on;in;on
We ______ the matter at length.;"";discussed;discussed about;discussed on;discussed
I ______ him.;"";pitied;pitied at;pitied for;pitied
I felt pity ______ the poor boy.;"";with;for;on;for
He is angry ______ me.;"";with;on;for;with
I ______ be working late tonight.;"";will;shall;both options;both options
He ______ arrive in the afternoon.;"";will;shall;both options;will
They ______ not help us.;"";will;shall;both options;will
I think you ______ pass the test.;"";will;shall;both options;will
I hope he ______ get better soon.;"";will;shall;both options;will
______ I put the heating on?;"";shall;Will;both options;shall
Lets go for a walk, ______ we?;"";shall;will;both options;shall
We ______ probably go to France in July.;"";will;shall;both options;both options
Hurry up! We have not got ______ time to waste.;"";much;many;"";much
He spends ______ of money on gadgets.;"";much;a lot;many;a lot
______ people own cars.;"";Many;Much;A lot;many
This country does not receive ______ tourists.;"";many;much;a lot;many
I do not know______people here.;"";many ; much ;plenty;many
______ people want to visit foreign countries.;"";Many;Much;A lot;many
I have known him for ______ years.;"";many;plenty;much;many
He is always busy with his work. He has ______ time for his family.;"";little;much;few;little
She has ______ friends.;"";few;little;less;few
I have ______ friends that I can trust.;"";few;little;any;few
The last time I saw him was ______ days ago.;"";a few;a little;the few;a few
I can speak ______ French.;"";a little;the little;a few;a little
He asked ______.;"";had I taken food;that I had taken food;if I had taken food;if I had taken food
Why ______ angry?;"";your father is;is your father;has your father;is your father
John asked ______.;"";could he go home;could I go home;if he could go home;if he could go home
He does not ______ his health.;"";take care of;care of;care for;take care of
I wanted ______.;"";that he leaves;him to leave;that he left;him to leave
Either you or she ______ telling a lie.;"";is;are;"";is
Our vacation was too ______.;"";short;shortly;"";short
How ______ time passes.;"";quick;quickly;"";quickly
Be ______ not to disturb the patient.;"";careful;carefully;"";careful
She speaks ______ English.;"";perfect;perfectly;"";perfect
She speaks English ______.;"";perfect;perfectly;"";perfectly
I ______ mangoes to apples.;"";prefer;would rather;"";prefer
I ______ eat mangoes than apples.;"";prefer;would rather;"";would rather
I ______ driving to traveling by car.;"";prefer;would rather;"";prefer
She ______ the country to the city.;"";prefers;would rather;"";would rather
She ______ live in the country than in the city.;"";would rather;prefer;"";would rather
Would you like a cup of coffee? I would______tea.;"";prefer;rather;"";prefer
Shall we hire a cab? I______travel by train.;"";would rather;prefer;"";would rather
I am full. I ______ not have dinner tonight.;"";would rather;prefer;"";would rather
I would rather stay at home ______ go to the party.;"";prefer;than;to;than
I will repair your bike tomorrow. I______you did it today.;"";prefer;would rather;"";would rather
She accused me ______ being dishonest.;"";of;with;about;of
Thank you so much for looking ______ my pets when I was away.;"";at;after;over;after
It is a serious issue. We have to do something ______ it.;"";over;about;for;about
I prefer rice ______ wheat.;"";to;for;than;to
The country was divided ______ two parts.;"";in;to;into;into
Can you explain this ______ me?;"";for;to;with;to
What do you think ______ my new hairstyle?;"";of;on;for;of
I have never heard ______ this restaurant.;"";of;on;over;of
You remind me ______ my grandmother.;"";about;of;with;of
He believes ______ being practical.;"";in;at;with;in
What did you do ______ the money I lent you?;"";to;with;for;with
He is not afraid ______ anybody.;"";of;with;by;of
I am looking for my key. I ______ it.;"";lost;am losing;have lost;have lost
I ______ my leg. I can’t walk now.;"";broke;have broken;had broken;have broken
All essential commodities ______ more expensive over the years.;"";have become;had become;has become;have become
I ______ any letters for you.;"";did not get;have not got;had not got;have not got
‘Where is Sam?’ ‘He ______ to France.;"";went;has gone;had gone;has gone
I ______ to Kashmir. I ______ some beautiful carpets for you.;"";have just gone /  have brought;have just been / have brought;just went /  bought;have just been / have brought
Raveena isn’t here at the moment. She ______ to the market.;"";went;has gone;has been;has gone
I have just ______ lunch.;"";has;had;"";had
How long ______ here?;"";do you live;have you lived;are you living;have you lived
I ______ all the stakeholders.;"";have already told;already told;am already telling;have already told
 ‘What does your father think of your project?’ ‘I ______ him yet.’.;"";did not tell;have not told;had not told;have not told
______ classroom has a computer.;"";Each;Every;both options;both options
Read ______ sentence carefully.;"";each;all;both options;each
______ time I see you, you look more and more beautiful.;"";Each;Every;both options;both options
I have read ______book on that shelf.;"";every;all;many;every
He has been to ______ continent in the world.;"";every;each;all;every
I talk to my mother ______ day.;"";every;all;any;every
I like these designs. ______ one is different.;"";Each;All;Some;each
These mangoes cost 50 cents ______.;"";each;all;every one;each
How long ______ you ______?;"";do / wait;are / waiting;have / been waiting;have / been waiting
It ______ at all in March.;"";did not rain;have not rained ;both options;did not rain
Who ______ you Spanish?;"";has taught;taught;had taught;taught
Where ______ all this while?;"";are you;have you been;did you;have you been
I ______ my keys.;"";lost;have lost;am losing;have lost
My cat ______ since yesterday.;"";is missing;has been missing;was missing;has been missing
Where ______ James ______?;"";did / go;has / gone;had / gone;has / gone
Lisa ______ to work.;"";walk;walks;walking;walks
It ______ her about 20 minutes to get to work.;"";takes;is taking;was taking;takes
She ______ in a cafe since she dropped out of school.;"";is working;was working;has been working;has been working
I ______ the book you lent me.;"";have not read;do not read;had not read;have not read
We were prevented ______.;"";to leave;from leaving;both options;from leaving
England grew prosperous ______ the reign of Queen Victoria.;"";during;between;while;during
He deals ______ spices.;"";with;in;"";in
I do not know how I am supposed to deal______him.;"";at ; in ;with;with
______ all the metals, iron is the most useful.;"";Of;From;In;of
He came to meet me ______ 5 o clock.;"";in ; on ;at;at
He ran ______ full speed.;"";on;at;with;at
He was accused ______ theft.;"";with;of;by;of
There is no remedy ______ his illness.;"";of;for;to;for
Do not jump ______ conclusions.;"";at;to;on;to
If Meena was not tired, she ______ to the movies.;"";will go;would go;would have gone;would go
When I was a child, I ______ in Mumbai.;"";live;was living;lived;lived
The factory ______ around 500 people.;"";is employed;employs;is being employed;employs
Dinner ______ at 7.30.;"";serves;is served;has served;is served
Someone ______ my car stereo yesterday.;"";stole;was stolen;has stolen;stole
I still ______ that day.;"";remember;is remembering;is remembered;remember
A cinema is a place where movies ______.;"";show;are shown;is shown;are shown
One-third of earth ______ by water.;"";covered;is covered;is covering;is covered
It ______ to us.;"";knows;is known;is knowing;is known
He ______ by his grandparents.;"";raised;was raising;was raised;was raised
America ______ by Columbus.;"";discovered;was discovered;was discovering;was discovered
The novel ______ into 30 languages.;"";has translated;has been translated;has been translating;has been translated
He ______ on Monday.;"";last saw;was last seen;had last seen;was last seen
I ______ by the noise.;"";distracted;was distracted;have distracted;was distracted
I am not used ______ on the left.;"";to drive;to driving;both options;to driving
I am not used ______ up late at night.;"";to stay;to staying;"";to staying
She is not used ______ alone.;"";to live;to living;"";to living
I wouldn not like to share my room.I______it to myself.;"";used to have ; am used to having ;"";am used to having
When I was at university, I used ______ a lot.;"";to read;to reading;"";to read
They ______ own an apartment in the city, but they sold it a few months ago.;"";used to;are used to;would;used to
She ______ visit us every afternoon.;"";used to;would;both options;both options
There ______ be a cinema here, but it was demolished last year.;"";used to;would;both options;used to
He ______ orders.;"";not used to take;used not to taking;is not used to taking;is not used to taking
We ______ live in a city but now we live in a village.;"";used to;would;both options;used to
We had better ______. the tank now. It is almost empty.;"";fill;to fill;filling;fill
She had better ______ to her parents.;"";listen;to listen;"";listen
You ______ get those bulbs changed.;"";had better;have better;better have;had better
The sky is cloudy. You ______ take an umbrella when you go out.;"";have better;had better;better have;had better
You had better ______ your ways.;"";change;to change;changed;change
You have a bad cut. You had better ______ a plaster on it.;"";put;to put;putting;put
He is ______ lazy to do anything.;"";too;so;very;too
Would you mind ______ for a minute?;"";waiting;to wait;both options;waiting
______ the price may be I am going to buy it.;"";Whatever;What;What ever;whatever
If I were a bird, I ______ around the world.;"";will fly;would fly;would have flown;would fly
The more you praise him, ______.;"";the more arrogant he became;more arrogant he becomes;the more arrogant he becomes;the more arrogant he becomes
The sooner you start, ______.;"";the fast you finish;the faster you finish;the faster you would finish;the faster you finish
If you had come here yesterday, you ______ him.;"";can meet;could meet;could have met;could have met
______ you work hard, you will fail.;"";If;Unless;In case;unless
What would you do if you ______ your job?;"";lose;lost;had lost;lost
If I were rich, I ______ poverty from the world.;"";will eradicate;would eradicate;would have eradicated;would eradicate
I have ______ doubts regarding this.;"";some;any;both options;some
Are there ______ Indian restaurants on this street?;"";some;any;"";any
 Is there ______ hope?;"";some;any;"";any
There is ______ way I will permit this.;"";no;any;"";no
I would like ______ soup, please.;"";some;any;"";some
______ can join the club.;"";Anybody;Any body;Any one;anybody
She did not show______remorse.;"";any ; some ;no;any
She showed ______ remorse at all.;"";no;some;any;no
We cannot accommodate ______ more people.;"";any;some;no;any
I have bought ______ fruit.;"";some;any;"";some
There are not ______ mangoes on the tree.;"";any;some;"";any
I have ______ idea where they have gone.;"";no;any;no;no
She is used ______ a lot of attention.;"";to get;to getting;"";to getting
I used ______ a lot of movies.;"";to watch;to watching;"";to watch
I would not like to share my room. I ______ it to myself.;"";used to have;am used to having;"";am used to having
I ______. see the hills from my room.;"";can;may;must;can
I do not have a pen. ______ you lend me yours?;"";Can;May;Must;can
We stayed in a lovely hotel. We ______ see the sea from our room.;"";can;could;"";could
If you are busy now, I ______ come in the afternoon.;"";can;may;must;can
I was sitting in the back row and ______ see the dance properly.;"";cannot ; could not ;may not ;could not 
As soon as I entered the room, I ______ smell something foul.;"";can;could;must;could
My sister worked in the US for a while. She ______ speak English perfectly.;"";can;could;may;can
I am afraid I ______ accept your invite.;"";cannot;could not;cannot;
When we were kids we were totally free. We ______ do whatever we wanted.;"";can;could;may;could
He was an excellent chess player. He ______ beat anybody.;"";can;could;should;could
I ______ swim.;"";cannot;may not;"";cannot
I played well but I ______ beat my sister.;"";cannot;could not;must not;could not
That ______.. surprise me.;"";does not;do not;"";does not
These ______ ripe mangoes.;"";are;is;"";are
It ______. me to see him suffer like this.;"";hurts;hurted;hurting;hurts
Nobody ______ what happened to them.;"";knows;know;"";knows
A lady with nine cats ______ in that home.;"";lives;live;"";lives
Hundred dollars ______ not a small sum.;"";is;are;"";is
Neither my father nor my mother ______ my desire to become a model.;"";support;supports;"";supports
Maria as well as her sisters ______.tennis very well.;"";play ; plays;"";plays
None of his friends ______ there.;"";was;were;"";was
Both my children ______ doctors.;"";is;are;"";are
Running errands ______ a lot of time.;"";take;takes;"";takes
You have been working all day. You ______ be tired.;"";can;must;"";must
What ______ we do now?;"";shall;would;may;shall
Well, we ______ watch a movie.;"";can;may;shall;can
How ______ we solve this problem?;"";will;shall;may;will
That ______ be a really nice restaurant. It is always full of people.;"";must;can;will;must
She ______ be a good writer. Hardly anyone reads her books.;"";must not;can not;will not;can not
I left my phone on this table and now it is gone. Somebody ______ have stolen it.;"";can;must;should;must
You had better ______ the tickets in advance.;"";reserve;to reserve;reserving;reserve
I think you ______ accept that job.;"";should;shall;would;should
You ______ consult a doctor.;"";have better;had better;had better to;had better
I ______ you went home now.;"";would rather;would;would prefer;would rather
I dont think that we______depend on him.;"";can ;shall;would;can
I have known him ______ a long time.;"";for;since;"";for
She prefers walking to ______.;"";riding;ride;"";riding
I wish I ______ fly.;"";can;could;should;could
This fabric is ______ than that.;"";soft;softer;softest;softer
There was ______ nothing in the box.;"";hardly;almost;rarely;almost
______ she knew no one at the party, she had a good time.;"";As;Although;Because;although
She started ignoring her old friends ______ she became rich.;"";when;as;while;when
______ did she receive the message than she started.;"";As soon as;No sooner;Hardly;no sooner
He quit his job ______ he was suffering from various health problems.;"";because;though;because of;because
Trouble started brewing ______ he arrived.;"";as;as soon as;no sooner;as soon as
______ she is employed, she does not have to depend on her parents.;"";Now that ; That ;Now;now that
______ you want to eat, you have to work.;"";If;Though;Whether;if
______ you quit smoking, your health will not improve.;"";If;Unless;Whether;unless
______ they were holidaying in London, someone broke into their home.;"";While;Before;After;while
He sat there smiling ______ it was his birthday.;"";as;if;as if;as if
Please bear ______ us while we clean up this mess.;"";to;on;with;with
The burglars broke ______ their home while they were holidaying in Hawaii.;"";into;at;off;into
We need to do ______ with such outdated customs.;"";away;in;out;away
When she learnt that he was already in another relationship, she called ______ their wedding.;"";out;off;up;off
She could not hold her tears______ while narrating the trauma she had endured.- .;"";out ; back ;in ;back
Dont bottle______your emotions.;"";out ; up ;in ;up
We intend to go ______ with the project.;"";ahead;away;out;ahead
In the past, rich landlords used to prey ______ their poor tenants.;"";in;upon;up;upon
Eventually, things started looking ______.;"";up;out;on;up
She went to a quaint countryside to get ______ from the hustle and bustle of the city.;"";off;away;on;away
When the colonists arrived in America, they killed ______ the natives.;"";off;up;on;off
Heat exhaustion caused him to pass ______.;"";up;out;on;out
My records were ______ by the children.;"";unarranged;misarranged;disarranged;disarranged
His ______ in my alibi was obvious.;"";misbelief;disbelief;non belief;disbelief
Her parents ______ of her decision to marry her secretary.;"";disapproved;misapproved;unapproved;disapproved
The ______ of the file created a scandal.;"";disappearance;unappearance;misapperance;disappearance
There was ______ between their stories.;"";disagreement;unagreement;misagreement;disagreement
You ______ us by not coming to our party.;"";disappointed;misappointed;deappointed;disappointed
His ______ prevents him from walking without support.;"";disability;inability;unability;disability
His ______ offer was quickly rejected.;"";unsincere;insincere;non sincere;insincere
The letter made her ______ with jealousy.;"";unsane;insane;disane;insane
An ______ amount of money was spent on the costumes.;"";inordinate;disordinate;unordinate;inordinate
He has an ______ appetite.;"";unsatiable;insatiable;nonsatiable;insatiable
A feeling of ______ kept the boy from socializing.;"";unsecurity;insecurity;dissecurity;insecurity
We need ______ computer with ______ huge memory.;"";a / a;a /  the;the / the;a / a
Why are you talking in such ______ loud voice?;"";a;the;an;a
Dont walk on______grass.;"";a ; an ;the;the
The car may need ______ new engine.;"";a;an;the;a
Your room is ______ mess.;"";the;a;an;a
We ought to invite ______ Bidens this weekend.;"";a;an;the;the
We lost ______ watch.;"";a;the;an;the
It does not matter whether you win or lose.Make sure that you have______good time.;"";a;the;an;a
Have you got ______ time?;"";a;an;the;the
It takes only ______ few minutes to finish this job.;"";a;an;the;a
He took ______ letter from ______ pile on his desk.;"";a / the;a / a;the / the;a / the
Everyone had ______ good time at ______ party.;"";a / the;the / the;the / a;a / the
Flour is made ______ wheat.;"";with;of;from;from
I was ______ by their kindness.;"";moved;motioned;"";moved
I could not understand the ______ of his statement.;"";implications;applications;"";implications
He is ______ in the art of correspondence.;"";adept;adapt;adopt;adept
He lives on east ______.;"";cost;coast;"";coast
He could not ______ his son to continue his studies.;"";persuade;pursue;peruse;persuade
The room was filled with the ______ of jasmine.;"";fragrance;fragrant;"";fragrance
He was a/an ______ man.;"";frightened;afraid;"";frightened
A ______ man will never support a wrong cause.;"";righteous;rightful;"";righteous
Candidates must write their ______ roll numbers of their answer sheet.;"";respective;respectful;respectable;respective
Good deeds need to be ______.;"";commented;commended;"";commended
Hitler’s was a ______ of terror.;"";reign;rein;"";reign
I do not know how______solve this problem.;"";will I ; would I ;I will;I will
She insisted that I ______ go with her.;"";shall;should;would;should
What he did next ______ me.;"";shocks;shocked;has shocked;shocked
Do you know who ______?;"";am I;I am;I was;I am
It took me a while to figure out what she ______.;"";want;wanted;had wanted;wanted
He asked me where ______ going.;"";was I;I was;I were;I was
Will you wait here until I ______?;"";return;returned;returns;return
How they ______ is a mystery.;"";escapes;escaped;escape;escaped
She only has to say what she wants and it ______.;"";will grant;will be granted;would be granted;will be granted
As I was tired, I ______ to bed early.;"";went;go;have gone;went
How I wish I ______ a lotus pond in my garden.;"";have;had;had had;had